kecamatan,periode,jumlah_kasus
Kep. Seribu Utara,2013-10-01,0
Kep. Seribu Utara,2013-11-01,0
Kep. Seribu Utara,2013-12-01,0
Kep. Seribu Utara,2014-01-01,0
Kep. Seribu Utara,2014-02-01,0
Kep. Seribu Utara,2014-03-01,0
Kep. Seribu Utara,2014-04-01,0
Kep. Seribu Utara,2014-05-01,0
Kep. Seribu Utara,2014-06-01,0
Kep. Seribu Utara,2014-07-01,0
Kep. Seribu Utara,2014-08-01,0
Kep. Seribu Utara,2014-09-01,0
Kep. Seribu Utara,2014-10-01,0
Kep. Seribu Utara,2014-11-01,0
Kep. Seribu Utara,2014-12-01,0
Kep. Seribu Utara,2015-01-01,0
Kep. Seribu Utara,2015-02-01,1
Kep. Seribu Utara,2015-03-01,0
Kep. Seribu Utara,2015-04-01,0
Kep. Seribu Utara,2015-05-01,0
Kep. Seribu Utara,2015-06-01,0
Kep. Seribu Utara,2015-07-01,0
Kep. Seribu Utara,2015-08-01,0
Kep. Seribu Utara,2015-09-01,0
Kep. Seribu Utara,2015-10-01,0
Kep. Seribu Utara,2015-11-01,0
Kep. Seribu Utara,2015-12-01,0
Kep. Seribu Utara,2016-01-01,0
Kep. Seribu Utara,2016-02-01,0
Kep. Seribu Utara,2016-03-01,0
Kep. Seribu Utara,2016-04-01,0
Kep. Seribu Utara,2016-05-01,0
Kep. Seribu Utara,2016-06-01,0
Kep. Seribu Utara,2016-07-01,1
Kep. Seribu Utara,2016-08-01,0
Kep. Seribu Utara,2016-09-01,1
Kep. Seribu Utara,2016-10-01,0
Kep. Seribu Utara,2016-11-01,0
Kep. Seribu Utara,2016-12-01,0
Kep. Seribu Utara,2017-01-01,0
Kep. Seribu Utara,2017-02-01,0
Kep. Seribu Utara,2017-03-01,0
Kep. Seribu Utara,2017-04-01,0
Kep. Seribu Utara,2017-05-01,0
Kep. Seribu Utara,2017-06-01,0
Kep. Seribu Utara,2017-07-01,0
Kep. Seribu Utara,2017-08-01,0
Kep. Seribu Utara,2017-09-01,0
Kep. Seribu Utara,2017-10-01,0
Kep. Seribu Utara,2017-11-01,0
Kep. Seribu Utara,2017-12-01,0
Kep. Seribu Utara,2018-01-01,0
Kep. Seribu Utara,2018-02-01,0
Kep. Seribu Utara,2018-03-01,0
Kep. Seribu Utara,2018-04-01,0
Kep. Seribu Utara,2018-05-01,0
Kep. Seribu Utara,2018-06-01,4
Kep. Seribu Utara,2018-07-01,1
Kep. Seribu Utara,2018-08-01,0
Kep. Seribu Utara,2018-09-01,0
Kep. Seribu Utara,2018-10-01,0
Kep. Seribu Utara,2018-11-01,2
Kep. Seribu Utara,2018-12-01,0
Kep. Seribu Utara,2019-01-01,1
Kep. Seribu Utara,2019-02-01,0
Kep. Seribu Utara,2019-03-01,0
Kep. Seribu Utara,2019-04-01,0
Kep. Seribu Utara,2019-05-01,0
Kep. Seribu Utara,2019-06-01,0
Kep. Seribu Utara,2019-07-01,0
Kep. Seribu Utara,2019-08-01,0
Kep. Seribu Utara,2019-09-01,0
Kep. Seribu Utara,2019-10-01,1
Kep. Seribu Utara,2019-11-01,2
Kep. Seribu Utara,2019-12-01,0
Kep. Seribu Utara,2020-01-01,4
Kep. Seribu Utara,2020-02-01,0
Kep. Seribu Utara,2020-03-01,0
Kep. Seribu Utara,2020-04-01,0
Kep. Seribu Utara,2020-05-01,0
Kep. Seribu Utara,2020-06-01,0
Kep. Seribu Utara,2020-07-01,0
Kep. Seribu Utara,2020-08-01,0
Kep. Seribu Utara,2020-09-01,0
Kep. Seribu Utara,2020-10-01,0
Kep. Seribu Utara,2020-11-01,0
Kep. Seribu Utara,2020-12-01,0
Kep. Seribu Utara,2021-01-01,0
Kep. Seribu Utara,2021-02-01,0
Kep. Seribu Utara,2021-03-01,0
Kep. Seribu Utara,2021-04-01,0
Kep. Seribu Utara,2021-05-01,3
Kep. Seribu Utara,2021-06-01,2
Kep. Seribu Utara,2021-07-01,0
Kep. Seribu Utara,2021-08-01,2
Kep. Seribu Utara,2021-09-01,0
Kep. Seribu Utara,2021-10-01,4
Kep. Seribu Utara,2021-11-01,0
Kep. Seribu Utara,2021-12-01,1
Kep. Seribu Utara,2022-01-01,0
Kep. Seribu Utara,2022-02-01,0
Kep. Seribu Utara,2022-03-01,1
Kep. Seribu Utara,2022-04-01,0
Kep. Seribu Utara,2022-05-01,1
Kep. Seribu Utara,2022-06-01,0
Kep. Seribu Utara,2022-07-01,1
Kep. Seribu Utara,2022-08-01,2
Kep. Seribu Utara,2022-09-01,0
Kep. Seribu Utara,2022-10-01,0
Kep. Seribu Utara,2022-11-01,0
Kep. Seribu Utara,2022-12-01,0
Kep. Seribu Utara,2023-01-01,0
Kep. Seribu Utara,2023-02-01,0
Kep. Seribu Utara,2023-03-01,0
Kep. Seribu Utara,2023-04-01,0
Kep. Seribu Utara,2023-05-01,0
Kep. Seribu Utara,2023-06-01,0
Kep. Seribu Utara,2023-07-01,0
Kep. Seribu Utara,2023-08-01,0
Kep. Seribu Utara,2023-09-01,0
Kep. Seribu Utara,2023-10-01,3
Kep. Seribu Utara,2023-11-01,0
Kep. Seribu Utara,2023-12-01,0
Kep. Seribu Utara,2024-01-01,2
Kep. Seribu Utara,2024-02-01,7
Kep. Seribu Utara,2024-03-01,1
Kep. Seribu Utara,2024-04-01,1
Kep. Seribu Utara,2024-05-01,2
Kep. Seribu Utara,2024-06-01,2
Kep. Seribu Utara,2024-07-01,0
Kep. Seribu Utara,2024-08-01,1
Kep. Seribu Utara,2024-09-01,0
Kep. Seribu Utara,2024-10-01,0
Kep. Seribu Utara,2024-11-01,0
Kep. Seribu Utara,2024-12-01,2
Kep. Seribu Utara,2025-01-01,3
Kep. Seribu Utara,2025-02-01,3
Kep. Seribu Utara,2025-03-01,2
Kep. Seribu Utara,2025-04-01,1
Kep. Seribu Utara,2025-05-01,0
Kep. Seribu Utara,2025-06-01,0
Kep. Seribu Utara,2025-07-01,0
Kep. Seribu Utara,2025-08-01,4
Kep. Seribu Utara,2025-09-01,1
Kep. Seribu Utara,2025-10-01,0
Kep. Seribu Utara,2025-11-01,1
Kep. Seribu Utara,2025-12-01,1
Koja,2010-01-01,60
Koja,2010-02-01,92
Koja,2010-03-01,135
Koja,2010-04-01,111
Koja,2010-05-01,48
Koja,2010-06-01,41
Koja,2010-07-01,50
Koja,2010-08-01,53
Koja,2010-09-01,56
Koja,2010-10-01,43
Koja,2010-11-01,54
Koja,2010-12-01,45
Koja,2011-01-01,40
Koja,2011-02-01,47
Koja,2011-03-01,69
Koja,2011-04-01,43
Koja,2011-05-01,47
Koja,2011-06-01,46
Koja,2011-07-01,43
Koja,2011-08-01,28
Koja,2011-09-01,16
Koja,2011-10-01,24
Koja,2011-11-01,3
Koja,2011-12-01,0
Koja,2012-01-01,41
Koja,2012-02-01,55
Koja,2012-03-01,56
Koja,2012-04-01,34
Koja,2012-05-01,30
Koja,2012-06-01,24
Koja,2012-07-01,14
Koja,2012-08-01,9
Koja,2012-09-01,3
Koja,2012-10-01,9
Koja,2012-11-01,8
Koja,2012-12-01,6
Koja,2013-01-01,7
Koja,2013-02-01,21
Koja,2013-03-01,16
Koja,2013-04-01,8
Koja,2013-05-01,14
Koja,2013-06-01,14
Koja,2013-07-01,26
Koja,2013-08-01,27
Koja,2013-09-01,23
Koja,2013-10-01,11
Koja,2013-11-01,8
Koja,2013-12-01,9
Koja,2014-01-01,16
Koja,2014-02-01,18
Koja,2014-03-01,38
Koja,2014-04-01,34
Koja,2014-05-01,6
Koja,2014-06-01,7
Koja,2014-07-01,7
Koja,2014-08-01,0
Koja,2014-09-01,16
Koja,2014-10-01,7
Koja,2014-11-01,6
Koja,2014-12-01,0
Koja,2015-01-01,14
Koja,2015-02-01,26
Koja,2015-03-01,27
Koja,2015-04-01,36
Koja,2015-05-01,16
Koja,2015-06-01,12
Koja,2015-07-01,10
Koja,2015-08-01,6
Koja,2015-09-01,9
Koja,2015-10-01,4
Koja,2015-11-01,8
Koja,2015-12-01,15
Koja,2016-01-01,44
Koja,2016-02-01,70
Koja,2016-03-01,69
Koja,2016-04-01,61
Koja,2016-05-01,41
Koja,2016-06-01,33
Koja,2016-07-01,31
Koja,2016-08-01,30
Koja,2016-09-01,28
Koja,2016-10-01,24
Koja,2016-11-01,18
Koja,2016-12-01,17
Koja,2017-01-01,15
Koja,2017-02-01,7
Koja,2017-03-01,18
Koja,2017-04-01,7
Koja,2017-05-01,12
Koja,2017-06-01,6
Koja,2017-07-01,3
Koja,2017-08-01,3
Koja,2017-09-01,0
Koja,2017-10-01,10
Koja,2017-11-01,5
Koja,2017-12-01,2
Koja,2018-01-01,1
Koja,2018-02-01,1
Koja,2018-03-01,3
Koja,2018-04-01,2
Koja,2018-05-01,1
Koja,2018-06-01,1
Koja,2018-07-01,3
Koja,2018-08-01,2
Koja,2018-09-01,2
Koja,2018-10-01,0
Koja,2018-11-01,2
Koja,2018-12-01,0
Koja,2019-01-01,14
Koja,2019-02-01,23
Koja,2019-03-01,32
Koja,2019-04-01,11
Koja,2019-05-01,17
Koja,2019-06-01,29
Koja,2019-07-01,9
Koja,2019-08-01,7
Koja,2019-09-01,1
Koja,2019-10-01,2
Koja,2019-11-01,3
Koja,2019-12-01,5
Koja,2020-01-01,15
Koja,2020-02-01,12
Koja,2020-03-01,19
Koja,2020-04-01,26
Koja,2020-05-01,21
Koja,2020-06-01,10
Koja,2020-07-01,5
Koja,2020-08-01,4
Koja,2020-09-01,1
Koja,2020-10-01,0
Koja,2020-11-01,1
Koja,2020-12-01,0
Koja,2021-01-01,2
Koja,2021-02-01,1
Koja,2021-03-01,6
Koja,2021-04-01,7
Koja,2021-05-01,13
Koja,2021-06-01,4
Koja,2021-07-01,7
Koja,2021-08-01,7
Koja,2021-09-01,9
Koja,2021-10-01,4
Koja,2021-11-01,10
Koja,2021-12-01,5
Koja,2022-01-01,25
Koja,2022-02-01,15
Koja,2022-03-01,32
Koja,2022-04-01,58
Koja,2022-05-01,55
Koja,2022-06-01,20
Koja,2022-07-01,10
Koja,2022-08-01,19
Koja,2022-09-01,21
Koja,2022-10-01,17
Koja,2022-11-01,13
Koja,2022-12-01,5
Koja,2023-01-01,8
Koja,2023-02-01,13
Koja,2023-03-01,28
Koja,2023-04-01,39
Koja,2023-05-01,29
Koja,2023-06-01,23
Koja,2023-07-01,16
Koja,2023-08-01,8
Koja,2023-09-01,1
Koja,2023-10-01,2
Koja,2023-11-01,2
Koja,2023-12-01,2
Koja,2024-01-01,3
Koja,2024-02-01,8
Koja,2024-03-01,50
Koja,2024-04-01,80
Koja,2024-05-01,97
Koja,2024-06-01,35
Koja,2024-07-01,43
Koja,2024-08-01,27
Koja,2024-09-01,15
Koja,2024-10-01,13
Koja,2024-11-01,12
Koja,2024-12-01,14
Koja,2025-01-01,22
Koja,2025-02-01,22
Koja,2025-03-01,63
Koja,2025-04-01,56
Koja,2025-05-01,91
Koja,2025-06-01,54
Koja,2025-07-01,46
Koja,2025-08-01,59
Koja,2025-09-01,31
Koja,2025-10-01,24
Koja,2025-11-01,10
Koja,2025-12-01,13
Kramat Jati,2010-01-01,44
Kramat Jati,2010-02-01,54
Kramat Jati,2010-03-01,64
Kramat Jati,2010-04-01,64
Kramat Jati,2010-05-01,50
Kramat Jati,2010-06-01,28
Kramat Jati,2010-07-01,26
Kramat Jati,2010-08-01,37
Kramat Jati,2010-09-01,32
Kramat Jati,2010-10-01,30
Kramat Jati,2010-11-01,58
Kramat Jati,2010-12-01,28
Kramat Jati,2011-01-01,26
Kramat Jati,2011-02-01,21
Kramat Jati,2011-03-01,18
Kramat Jati,2011-04-01,14
Kramat Jati,2011-05-01,12
Kramat Jati,2011-06-01,10
Kramat Jati,2011-07-01,3
Kramat Jati,2011-08-01,8
Kramat Jati,2011-09-01,6
Kramat Jati,2011-10-01,1
Kramat Jati,2011-11-01,12
Kramat Jati,2011-12-01,9
Kramat Jati,2012-01-01,31
Kramat Jati,2012-02-01,23
Kramat Jati,2012-03-01,34
Kramat Jati,2012-04-01,16
Kramat Jati,2012-05-01,19
Kramat Jati,2012-06-01,13
Kramat Jati,2012-07-01,10
Kramat Jati,2012-08-01,2
Kramat Jati,2012-09-01,2
Kramat Jati,2012-10-01,3
Kramat Jati,2012-11-01,0
Kramat Jati,2012-12-01,6
Kramat Jati,2013-01-01,28
Kramat Jati,2013-02-01,35
Kramat Jati,2013-03-01,15
Kramat Jati,2013-04-01,27
Kramat Jati,2013-05-01,25
Kramat Jati,2013-06-01,16
Kramat Jati,2013-07-01,36
Kramat Jati,2013-08-01,17
Kramat Jati,2013-09-01,18
Kramat Jati,2013-10-01,6
Kramat Jati,2013-11-01,3
Kramat Jati,2013-12-01,6
Kramat Jati,2014-01-01,4
Kramat Jati,2014-02-01,33
Kramat Jati,2014-03-01,27
Kramat Jati,2014-04-01,26
Kramat Jati,2014-05-01,42
Kramat Jati,2014-06-01,22
Kramat Jati,2014-07-01,29
Kramat Jati,2014-08-01,12
Kramat Jati,2014-09-01,5
Kramat Jati,2014-10-01,7
Kramat Jati,2014-11-01,12
Kramat Jati,2014-12-01,2
Kramat Jati,2015-01-01,12
Kramat Jati,2015-02-01,4
Kramat Jati,2015-03-01,17
Kramat Jati,2015-04-01,9
Kramat Jati,2015-05-01,16
Kramat Jati,2015-06-01,14
Kramat Jati,2015-07-01,11
Kramat Jati,2015-08-01,2
Kramat Jati,2015-09-01,6
Kramat Jati,2015-10-01,4
Kramat Jati,2015-11-01,7
Kramat Jati,2015-12-01,3
Kramat Jati,2016-01-01,29
Kramat Jati,2016-02-01,64
Kramat Jati,2016-03-01,95
Kramat Jati,2016-04-01,84
Kramat Jati,2016-05-01,55
Kramat Jati,2016-06-01,55
Kramat Jati,2016-07-01,35
Kramat Jati,2016-08-01,44
Kramat Jati,2016-09-01,24
Kramat Jati,2016-10-01,32
Kramat Jati,2016-11-01,38
Kramat Jati,2016-12-01,37
Kramat Jati,2017-01-01,26
Kramat Jati,2017-02-01,11
Kramat Jati,2017-03-01,17
Kramat Jati,2017-04-01,21
Kramat Jati,2017-05-01,9
Kramat Jati,2017-06-01,5
Kramat Jati,2017-07-01,2
Kramat Jati,2017-08-01,5
Kramat Jati,2017-09-01,4
Kramat Jati,2017-10-01,4
Kramat Jati,2017-11-01,6
Kramat Jati,2017-12-01,5
Kramat Jati,2018-01-01,5
Kramat Jati,2018-02-01,6
Kramat Jati,2018-03-01,3
Kramat Jati,2018-04-01,4
Kramat Jati,2018-05-01,8
Kramat Jati,2018-06-01,11
Kramat Jati,2018-07-01,4
Kramat Jati,2018-08-01,4
Kramat Jati,2018-09-01,1
Kramat Jati,2018-10-01,3
Kramat Jati,2018-11-01,1
Kramat Jati,2018-12-01,5
Kramat Jati,2019-01-01,16
Kramat Jati,2019-02-01,50
Kramat Jati,2019-03-01,71
Kramat Jati,2019-04-01,34
Kramat Jati,2019-05-01,65
Kramat Jati,2019-06-01,32
Kramat Jati,2019-07-01,18
Kramat Jati,2019-08-01,5
Kramat Jati,2019-09-01,2
Kramat Jati,2019-10-01,2
Kramat Jati,2019-11-01,2
Kramat Jati,2019-12-01,4
Kramat Jati,2020-01-01,7
Kramat Jati,2020-02-01,23
Kramat Jati,2020-03-01,57
Kramat Jati,2020-04-01,30
Kramat Jati,2020-05-01,41
Kramat Jati,2020-06-01,18
Kramat Jati,2020-07-01,8
Kramat Jati,2020-08-01,6
Kramat Jati,2020-09-01,2
Kramat Jati,2020-10-01,3
Kramat Jati,2020-11-01,4
Kramat Jati,2020-12-01,5
Kramat Jati,2021-01-01,2
Kramat Jati,2021-02-01,0
Kramat Jati,2021-03-01,10
Kramat Jati,2021-04-01,15
Kramat Jati,2021-05-01,19
Kramat Jati,2021-06-01,9
Kramat Jati,2021-07-01,6
Kramat Jati,2021-08-01,7
Kramat Jati,2021-09-01,13
Kramat Jati,2021-10-01,11
Kramat Jati,2021-11-01,15
Kramat Jati,2021-12-01,20
Kramat Jati,2022-01-01,26
Kramat Jati,2022-02-01,16
Kramat Jati,2022-03-01,12
Kramat Jati,2022-04-01,13
Kramat Jati,2022-05-01,12
Kramat Jati,2022-06-01,14
Kramat Jati,2022-07-01,13
Kramat Jati,2022-08-01,14
Kramat Jati,2022-09-01,9
Kramat Jati,2022-10-01,7
Kramat Jati,2022-11-01,8
Kramat Jati,2022-12-01,7
Kramat Jati,2023-01-01,24
Kramat Jati,2023-02-01,22
Kramat Jati,2023-03-01,13
Kramat Jati,2023-04-01,17
Kramat Jati,2023-05-01,17
Kramat Jati,2023-06-01,23
Kramat Jati,2023-07-01,26
Kramat Jati,2023-08-01,17
Kramat Jati,2023-09-01,8
Kramat Jati,2023-10-01,5
Kramat Jati,2023-11-01,5
Kramat Jati,2023-12-01,5
Kramat Jati,2024-01-01,7
Kramat Jati,2024-02-01,32
Kramat Jati,2024-03-01,62
Kramat Jati,2024-04-01,93
Kramat Jati,2024-05-01,115
Kramat Jati,2024-06-01,34
Kramat Jati,2024-07-01,18
Kramat Jati,2024-08-01,21
Kramat Jati,2024-09-01,7
Kramat Jati,2024-10-01,14
Kramat Jati,2024-11-01,6
Kramat Jati,2024-12-01,14
Kramat Jati,2025-01-01,27
Kramat Jati,2025-02-01,13
Kramat Jati,2025-03-01,25
Kramat Jati,2025-04-01,26
Kramat Jati,2025-05-01,44
Kramat Jati,2025-06-01,34
Kramat Jati,2025-07-01,29
Kramat Jati,2025-08-01,28
Kramat Jati,2025-09-01,17
Kramat Jati,2025-10-01,18
Kramat Jati,2025-11-01,6
Kramat Jati,2025-12-01,20
Makasar,2010-01-01,16
Makasar,2010-02-01,18
Makasar,2010-03-01,22
Makasar,2010-04-01,21
Makasar,2010-05-01,30
Makasar,2010-06-01,12
Makasar,2010-07-01,11
Makasar,2010-08-01,23
Makasar,2010-09-01,11
Makasar,2010-10-01,13
Makasar,2010-11-01,21
Makasar,2010-12-01,13
Makasar,2011-01-01,24
Makasar,2011-02-01,14
Makasar,2011-03-01,18
Makasar,2011-04-01,6
Makasar,2011-05-01,9
Makasar,2011-06-01,9
Makasar,2011-07-01,10
Makasar,2011-08-01,5
Makasar,2011-09-01,5
Makasar,2011-10-01,5
Makasar,2011-11-01,4
Makasar,2011-12-01,4
Makasar,2012-01-01,20
Makasar,2012-02-01,15
Makasar,2012-03-01,10
Makasar,2012-04-01,15
Makasar,2012-05-01,17
Makasar,2012-06-01,7
Makasar,2012-07-01,4
Makasar,2012-08-01,8
Makasar,2012-09-01,0
Makasar,2012-10-01,0
Makasar,2012-11-01,3
Makasar,2012-12-01,1
Makasar,2013-01-01,11
Makasar,2013-02-01,8
Makasar,2013-03-01,4
Makasar,2013-04-01,13
Makasar,2013-05-01,14
Makasar,2013-06-01,19
Makasar,2013-07-01,24
Makasar,2013-08-01,19
Makasar,2013-09-01,11
Makasar,2013-10-01,8
Makasar,2013-11-01,7
Makasar,2013-12-01,3
Makasar,2014-01-01,12
Makasar,2014-02-01,17
Makasar,2014-03-01,18
Makasar,2014-04-01,13
Makasar,2014-05-01,18
Makasar,2014-06-01,9
Makasar,2014-07-01,10
Makasar,2014-08-01,7
Makasar,2014-09-01,3
Makasar,2014-10-01,5
Makasar,2014-11-01,4
Makasar,2014-12-01,1
Makasar,2015-01-01,1
Makasar,2015-02-01,7
Makasar,2015-03-01,15
Makasar,2015-04-01,13
Makasar,2015-05-01,14
Makasar,2015-06-01,9
Makasar,2015-07-01,7
Makasar,2015-08-01,4
Makasar,2015-09-01,1
Makasar,2015-10-01,1
Makasar,2015-11-01,1
Makasar,2015-12-01,2
Makasar,2016-01-01,12
Makasar,2016-02-01,33
Makasar,2016-03-01,43
Makasar,2016-04-01,62
Makasar,2016-05-01,37
Makasar,2016-06-01,30
Makasar,2016-07-01,21
Makasar,2016-08-01,13
Makasar,2016-09-01,16
Makasar,2016-10-01,23
Makasar,2016-11-01,24
Makasar,2016-12-01,16
Makasar,2017-01-01,15
Makasar,2017-02-01,9
Makasar,2017-03-01,10
Makasar,2017-04-01,4
Makasar,2017-05-01,9
Makasar,2017-06-01,2
Makasar,2017-07-01,1
Makasar,2017-08-01,1
Makasar,2017-09-01,1
Makasar,2017-10-01,5
Makasar,2017-11-01,2
Makasar,2017-12-01,2
Makasar,2018-01-01,0
Makasar,2018-02-01,3
Makasar,2018-03-01,1
Makasar,2018-04-01,4
Makasar,2018-05-01,7
Makasar,2018-06-01,4
Makasar,2018-07-01,7
Makasar,2018-08-01,7
Makasar,2018-09-01,6
Makasar,2018-10-01,4
Makasar,2018-11-01,5
Makasar,2018-12-01,4
Makasar,2019-01-01,10
Makasar,2019-02-01,18
Makasar,2019-03-01,25
Makasar,2019-04-01,14
Makasar,2019-05-01,27
Makasar,2019-06-01,15
Makasar,2019-07-01,7
Makasar,2019-08-01,2
Makasar,2019-09-01,0
Makasar,2019-10-01,0
Makasar,2019-11-01,2
Makasar,2019-12-01,2
Makasar,2020-01-01,10
Makasar,2020-02-01,7
Makasar,2020-03-01,22
Makasar,2020-04-01,22
Makasar,2020-05-01,12
Makasar,2020-06-01,12
Makasar,2020-07-01,2
Makasar,2020-08-01,2
Makasar,2020-09-01,1
Makasar,2020-10-01,2
Makasar,2020-11-01,0
Makasar,2020-12-01,1
Makasar,2021-01-01,0
Makasar,2021-02-01,2
Makasar,2021-03-01,8
Makasar,2021-04-01,9
Makasar,2021-05-01,11
Makasar,2021-06-01,5
Makasar,2021-07-01,2
Makasar,2021-08-01,3
Makasar,2021-09-01,3
Makasar,2021-10-01,5
Makasar,2021-11-01,7
Makasar,2021-12-01,6
Makasar,2022-01-01,7
Makasar,2022-02-01,8
Makasar,2022-03-01,11
Makasar,2022-04-01,4
Makasar,2022-05-01,11
Makasar,2022-06-01,9
Makasar,2022-07-01,11
Makasar,2022-08-01,6
Makasar,2022-09-01,5
Makasar,2022-10-01,1
Makasar,2022-11-01,6
Makasar,2022-12-01,3
Makasar,2023-01-01,3
Makasar,2023-02-01,8
Makasar,2023-03-01,5
Makasar,2023-04-01,4
Makasar,2023-05-01,4
Makasar,2023-06-01,5
Makasar,2023-07-01,5
Makasar,2023-08-01,7
Makasar,2023-09-01,0
Makasar,2023-10-01,0
Makasar,2023-11-01,1
Makasar,2023-12-01,1
Makasar,2024-01-01,2
Makasar,2024-02-01,6
Makasar,2024-03-01,24
Makasar,2024-04-01,36
Makasar,2024-05-01,36
Makasar,2024-06-01,11
Makasar,2024-07-01,4
Makasar,2024-08-01,12
Makasar,2024-09-01,1
Makasar,2024-10-01,2
Makasar,2024-11-01,0
Makasar,2024-12-01,1
Makasar,2025-01-01,8
Makasar,2025-02-01,6
Makasar,2025-03-01,5
Makasar,2025-04-01,10
Makasar,2025-05-01,9
Makasar,2025-06-01,13
Makasar,2025-07-01,15
Makasar,2025-08-01,10
Makasar,2025-09-01,7
Makasar,2025-10-01,10
Makasar,2025-11-01,6
Makasar,2025-12-01,6
Mampang Prapatan,2010-01-01,21
Mampang Prapatan,2010-02-01,15
Mampang Prapatan,2010-03-01,23
Mampang Prapatan,2010-04-01,31
Mampang Prapatan,2010-05-01,15
Mampang Prapatan,2010-06-01,6
Mampang Prapatan,2010-07-01,11
Mampang Prapatan,2010-08-01,13
Mampang Prapatan,2010-09-01,15
Mampang Prapatan,2010-10-01,25
Mampang Prapatan,2010-11-01,31
Mampang Prapatan,2010-12-01,10
Mampang Prapatan,2011-01-01,12
Mampang Prapatan,2011-02-01,11
Mampang Prapatan,2011-03-01,3
Mampang Prapatan,2011-04-01,0
Mampang Prapatan,2011-05-01,1
Mampang Prapatan,2011-06-01,3
Mampang Prapatan,2011-07-01,9
Mampang Prapatan,2011-08-01,2
Mampang Prapatan,2011-09-01,4
Mampang Prapatan,2011-10-01,2
Mampang Prapatan,2011-11-01,2
Mampang Prapatan,2011-12-01,1
Mampang Prapatan,2012-01-01,6
Mampang Prapatan,2012-02-01,3
Mampang Prapatan,2012-03-01,7
Mampang Prapatan,2012-04-01,7
Mampang Prapatan,2012-05-01,7
Mampang Prapatan,2012-06-01,9
Mampang Prapatan,2012-07-01,4
Mampang Prapatan,2012-08-01,1
Mampang Prapatan,2012-09-01,1
Mampang Prapatan,2012-10-01,1
Mampang Prapatan,2012-11-01,1
Mampang Prapatan,2012-12-01,9
Mampang Prapatan,2013-01-01,17
Mampang Prapatan,2013-02-01,8
Mampang Prapatan,2013-03-01,2
Mampang Prapatan,2013-04-01,9
Mampang Prapatan,2013-05-01,10
Mampang Prapatan,2013-06-01,16
Mampang Prapatan,2013-07-01,20
Mampang Prapatan,2013-08-01,22
Mampang Prapatan,2013-09-01,15
Mampang Prapatan,2013-10-01,5
Mampang Prapatan,2013-11-01,1
Mampang Prapatan,2013-12-01,4
Mampang Prapatan,2014-01-01,23
Mampang Prapatan,2014-02-01,22
Mampang Prapatan,2014-03-01,23
Mampang Prapatan,2014-04-01,22
Mampang Prapatan,2014-05-01,15
Mampang Prapatan,2014-06-01,3
Mampang Prapatan,2014-07-01,1
Mampang Prapatan,2014-08-01,6
Mampang Prapatan,2014-09-01,3
Mampang Prapatan,2014-10-01,4
Mampang Prapatan,2014-11-01,1
Mampang Prapatan,2014-12-01,1
Mampang Prapatan,2015-01-01,7
Mampang Prapatan,2015-02-01,8
Mampang Prapatan,2015-03-01,11
Mampang Prapatan,2015-04-01,7
Mampang Prapatan,2015-05-01,4
Mampang Prapatan,2015-06-01,9
Mampang Prapatan,2015-07-01,4
Mampang Prapatan,2015-08-01,2
Mampang Prapatan,2015-09-01,1
Mampang Prapatan,2015-10-01,1
Mampang Prapatan,2015-11-01,0
Mampang Prapatan,2015-12-01,2
Mampang Prapatan,2016-01-01,17
Mampang Prapatan,2016-02-01,35
Mampang Prapatan,2016-03-01,39
Mampang Prapatan,2016-04-01,25
Mampang Prapatan,2016-05-01,17
Mampang Prapatan,2016-06-01,11
Mampang Prapatan,2016-07-01,14
Mampang Prapatan,2016-08-01,14
Mampang Prapatan,2016-09-01,15
Mampang Prapatan,2016-10-01,10
Mampang Prapatan,2016-11-01,12
Mampang Prapatan,2016-12-01,4
Mampang Prapatan,2017-01-01,6
Mampang Prapatan,2017-02-01,3
Mampang Prapatan,2017-03-01,2
Mampang Prapatan,2017-04-01,8
Mampang Prapatan,2017-05-01,6
Mampang Prapatan,2017-06-01,3
Mampang Prapatan,2017-07-01,3
Mampang Prapatan,2017-08-01,2
Mampang Prapatan,2017-09-01,2
Mampang Prapatan,2017-10-01,0
Mampang Prapatan,2017-11-01,5
Mampang Prapatan,2017-12-01,0
Mampang Prapatan,2018-01-01,1
Mampang Prapatan,2018-02-01,2
Mampang Prapatan,2018-03-01,6
Mampang Prapatan,2018-04-01,2
Mampang Prapatan,2018-05-01,2
Mampang Prapatan,2018-06-01,3
Mampang Prapatan,2018-07-01,2
Mampang Prapatan,2018-08-01,4
Mampang Prapatan,2018-09-01,1
Mampang Prapatan,2018-10-01,2
Mampang Prapatan,2018-11-01,1
Mampang Prapatan,2018-12-01,5
Mampang Prapatan,2019-01-01,22
Mampang Prapatan,2019-02-01,35
Mampang Prapatan,2019-03-01,47
Mampang Prapatan,2019-04-01,33
Mampang Prapatan,2019-05-01,21
Mampang Prapatan,2019-06-01,8
Mampang Prapatan,2019-07-01,5
Mampang Prapatan,2019-08-01,4
Mampang Prapatan,2019-09-01,0
Mampang Prapatan,2019-10-01,4
Mampang Prapatan,2019-11-01,3
Mampang Prapatan,2019-12-01,5
Mampang Prapatan,2020-01-01,8
Mampang Prapatan,2020-02-01,21
Mampang Prapatan,2020-03-01,31
Mampang Prapatan,2020-04-01,13
Mampang Prapatan,2020-05-01,12
Mampang Prapatan,2020-06-01,8
Mampang Prapatan,2020-07-01,3
Mampang Prapatan,2020-08-01,3
